open_nutrition_id,name_pl,alternate_names_pl
fd_4ihIvLn7xcdN,Po' boy z ostrygami,"[""po boy"", ""kanapka z ostrygami"", ""bagietka ze smażonymi ostrygami""]"
fd_4iifAhXWf5Vm,Tom Collins,"[""koktajl tom collins"", ""drink z ginem tom collins""]"
fd_4irkL3rSekFz,Figi suszone,"[""suszone figi"", ""figa suszona"", ""bakalie figi""]"
fd_4jjoUVh3u3xw,Ristretto,"[""kawa ristretto"", ""krótkie espresso""]"
fd_4kwOBzggxcDR,Ryż gotowany na parze,"[""ryż biały"", ""ryż japoński"", ""ryż na parze""]"
fd_4lPM3jrm6aRL,Krakersy bezglutenowe z nadzieniem orzechowym,"[""krakersy z masłem orzechowym"", ""bezglutenowe krakersy orzechowe"", ""ciastka orzechowe bezglutenowe""]"
fd_4mAgy1wiwPsY,Otręby pszenne,"[""otręby"", ""otrąbki pszenne"", ""błonnik pszenny""]"
fd_4mXn6oLx3CPl,Ezme,"[""salsa turecka"", ""sałatka pomidorowa po turecku"", ""pikantna pasta z pomidorów""]"
fd_4nCLl3WqRWuA,Sieja wędzona,"[""ryba wędzona sieja"", ""wędzona sielawa"", ""biała ryba wędzona""]"
fd_4niaa0XDf1bN,Gofr belgijski red velvet,"[""czerwony gofr""]"
fd_4nidJDvgu6Kc,Farofa,"[""mąka z manioku prażona"", ""brazylijska farofa"", ""dodatek z manioku""]"
fd_4oCtG4CtI9B8,"Masala papad, gotowy","[""papad"", ""papadam"", ""placek papad""]"
fd_4ol0SSA06ZoA,Demi-glace,"[""sos demi glace"", ""glace de viande"", ""esencja mięsna""]"
fd_4p70FTSunJc3,"Cobia dzika, surowa","[""cobia"", ""ryba cobia"", ""cobia surowa""]"
fd_4pQd9DlfacnZ,Sashimi z lucjana,"[""sashimi madai"", ""surowy lucjan"", ""sashimi z ryby""]"
fd_4pnfYef3HuUI,Kanapka club,"[""kanapka klubowa"", ""kanapka trzywarstwowa""]"
fd_4qweiUvDGY6J,Surowe brownie,"[""brownie bez pieczenia"", ""brownie wegańskie"", ""ciastka daktylowe"", ""brownie na surowo""]"
fd_4riAk7DgdvwY,Enchiladas z rybą,"[""enchilada rybna"", ""enchiladas rybne"", ""placki z rybą po meksykańsku""]"
fd_4s285EAEAKVx,"Szalotka suszona, płatki","[""płatki szalotki"", ""suszona szalotka"", ""szalotka w płatkach""]"
fd_4s7MZurdCtcq,Mąka z orzechów pekan,"[""mielone orzechy pekan"", ""mąka pekanowa"", ""pekany mielone""]"
fd_4s8vyU3qWjnn,Dip cebulowy na bazie jogurtu,"[""sos cebulowy jogurtowy"", ""dip jogurtowo-cebulowy"", ""dip cebulowy""]"
fd_4slYEm4KDJpS,Pastrami z pieprzem,"[""pastrami pieprzowe"", ""wędlina pastrami"", ""pastrami wołowe""]"
fd_4svlNPojvnZk,Mortadela wołowa,"[""kiełbasa bolonia wołowa"", ""wędlina wołowa bologna"", ""bologna wołowa""]"
fd_4tB40poOC7u4,Deser lodowy Turtle,"[""lody z karmelem i pekan"", ""puchar lodowy z karmelem"", ""sundae turtle""]"
fd_4vAR3xiOD33N,Kotlet wołowy w sosie,"[""stek salisbury"", ""mielony kotlet wołowy w sosie""]"
fd_4w7fS6QhSvHM,Krewetki w panierce,"[""krewetki panierowane"", ""smażone krewetki"", ""kąski krewetkowe""]"
fd_4wF2ov9azPfD,Chrupki kukurydziane,"[""chrupki"", ""kukurydza dmuchana"", ""płatki kukurydziane dmuchane""]"
fd_4wJ8Lfoq8wdE,Fondue bourguignonne,"[""fondue mięsne"", ""fondue wołowe"", ""fondue na oleju""]"
fd_4wdbx90FAThf,Morir soñando,"[""dominikański napój pomarańczowy"", ""napój z soku pomarańczowego i mleka""]"
fd_4xF3PDJqN9Sf,Papa rellena,"[""faszerowany ziemniak"", ""peruwiańskie krokiety ziemniaczane"", ""kotlet ziemniaczany z mięsem""]"
fd_4xPvXMsDLy1j,Napój z hibiskusa,"[""agua de jamaica"", ""mrożona herbata z hibiskusa"", ""napar z kwiatów hibiskusa"", ""lemoniada z hibiskusa""]"
fd_4xy5S6XVs8uP,Methi paratha,"[""paratha z kozieradką"", ""placek methi"", ""indyjski placek paratha""]"
fd_4yLd0mg3ppKl,Kminek rzymski,"[""kumin"", ""kmin rzymski"", ""czarnuszka rzymska""]"
fd_4z0jFgDNbwL3,Kobler z owocami jagodowymi,"[""cobbler jagodowy"", ""deser z owocami jagodowymi"", ""kruszonka z owocami""]"
fd_4zSRFwlPrmOZ,Kinilaw na isda,"[""filipińskie ceviche"", ""kilawin"", ""surowa ryba w marynacie""]"
fd_4zZsgdt3c2Hq,Mariquitas,"[""chipsy z plantana"", ""kubańskie chipsy bananowe"", ""frytki z zielonego plantana""]"
fd_4zrVecas5YVr,Pasternak,"[""pasternak zwyczajny"", ""korzeń pasternaku"", ""pasternak świeży""]"
fd_50bHQzqmh5XT,Fröccs,"[""węgierski spritz winny"", ""wino z wodą gazowaną"", ""spritzer winny""]"
fd_50n8TZqzlsTh,Mate de coca,"[""herbata z liści koki"", ""napar z koki"", ""herbata koka""]"
fd_516j84JHYtl7,"Krewetki olbrzymie z puszki, odsączone","[""krewetki konserwowe"", ""krewetki z puszki"", ""duże krewetki w puszce""]"
fd_51AbbpoHyHjr,Okoń morski z pieca,"[""labraks pieczony"", ""grillowany okoń morski"", ""branzino""]"
fd_52RkkBsIDaP7,Mięso mielone z indyka,"[""indyk mielony"", ""mielone z indyka"", ""mięso indycze mielone""]"
fd_52qZF5D88J2y,Țuică,"[""rumuńska śliwowica"", ""palinka śliwkowa"", ""wódka śliwkowa""]"
fd_52sjQRrleELk,Margaryna,"[""margaryna do smarowania"", ""tłuszcz roślinny do smarowania"", ""kostka margaryny""]"
fd_52w2Uxzzr0xh,Mămăligă cu brânză și smântână,"[""mamałyga z serem i śmietaną"", ""rumuńska polenta"", ""kaszka kukurydziana z serem""]"
fd_53JFV3CsPrIS,Corn dog,"[""parówka w cieście kukurydzianym"", ""parówka na patyku w cieście""]"
fd_53OdwCw7WhC6,"Napój regeneracyjny dla sportowców, słodzony","[""napój izotoniczny"", ""napój regeneracyjny"", ""izotonik""]"
fd_53hb3xGqwG7R,Pierś z indyka,"[""indyk wędzony"", ""pierś indyka"", ""mięso z indyka"", ""filet z indyka""]"
fd_54ZF8GZ0OuHr,Omlet z serem,"[""omlet serowy"", ""jajecznica z serem"", ""omlet z żółtym serem""]"
fd_54zj1R84xl5E,Empanadillas de queso,"[""empanadas z serem"", ""portorykańskie pierożki z serem"", ""smażone pierożki serowe""]"
fd_55V3aaDCpz5A,Melon Casaba,"[""melon"", ""melony casaba"", ""melon zimowy""]"
fd_561XLt40X3Ra,Suszone pikantne kabanosy przekąskowe,"[""pikantne paluszki mięsne"", ""ostre kabanosy"", ""suszone paluszki mięsne""]"
fd_56YSKqM7UPQV,Ser taleggio,"[""taleggio"", ""ser włoski taleggio"", ""ser dojrzewający taleggio""]"
fd_56mVImHwwgq4,Wrap z kurczakiem buffalo,"[""wrap z pikantnym kurczakiem"", ""tortilla z kurczakiem buffalo"", ""burrito z kurczakiem buffalo""]"
fd_57Ne2bwpolgJ,"Kurczak cały, gotowany","[""kurczak pieczony"", ""cały kurczak z piekarnika"", ""kura gotowana""]"
fd_57SGAvWnXKrc,Precelki,"[""precle"", ""paluszki preclowe"", ""precelki solone""]"
fd_57W734eO45WC,Lody dulce de leche,"[""lody karmelowe"", ""lody kajmakowe"", ""lody argentyńskie""]"
fd_57WxTcdIBx5q,Smażone lody,"[""lody w panierce"", ""lody w tempurze"", ""deser ze smażonych lodów""]"
fd_58IHxX4lrE70,Grzanki,"[""croutony"", ""kostki chleba do sałatki"", ""grzanki do zupy""]"
fd_58dEb48wb3Ym,Sorbet z czerwonych pomarańczy,"[""sorbet pomarańczowy"", ""lody wodne z pomarańczy"", ""sorbet z pomarańczy sycylijskich""]"
fd_58hCI2colXA7,Banosz,"[""banusz"", ""ukraińska kasza kukurydziana"", ""banosz huculski""]"
fd_58ynldA1lpzB,Teleća čorba,"[""serbska zupa cielęca"", ""czorba cielęca"", ""zupa z cielęciny""]"
fd_59I5xD3kBF3r,Fasolka szparagowa z boczkiem,"[""zielona fasolka z boczkiem"", ""fasolka szparagowa duszona z boczkiem""]"
fd_59qcAqDBGUuP,Naleśnik z warzywnym curry,"[""krep z curry warzywnym"", ""naleśnik z warzywami curry"", ""galette z curry""]"
fd_5ABNUP8UcHRb,Korzeń wasabi,"[""wasabi"", ""świeże wasabi"", ""chrzan japoński""]"
fd_5AotRJ9sRqP2,"Cebulki perłowe, gotowane","[""perłowa cebulka gotowana"", ""małe cebulki gotowane"", ""cebulka szalotka perłowa""]"
fd_5B2YoKOT2tC6,Żółte curry z tofu,"[""tajskie żółte curry"", ""curry z tofu"", ""gaeng garee""]"
fd_5B9aC40Xe4p0,Łosoś nerka z puszki,"[""łosoś czerwony z puszki"", ""konserwa z łososia"", ""łosoś konserwowy""]"
fd_5BNtac3lcVhK,Soliród,"[""solirod zielny"", ""szparagi morskie"", ""fasolka morska""]"
fd_5BOZUEdP31KO,Crab rangoon,"[""wontony z serkiem i krabem"", ""smażone wontony serowe"", ""sakiewki z krabem""]"
fd_5DNdnocTA3oy,Kombucha rzemieślnicza,"[""kombucha"", ""fermentowana herbata"", ""napój kombucha""]"
fd_5DoRaTTjOtAm,Chilate con nuegados,"[""salwadorski chilate"", ""placki z manioku z napojem kukurydzianym"", ""nuegados""]"
fd_5EARldh1VOk7,Ser feta francuski,"[""feta francuska"", ""ser owczy feta"", ""feta""]"
fd_5EJINjXMht9O,Suxhuk,"[""sudżuk"", ""albańska kiełbasa"", ""kiełbasa sudzuk""]"
fd_5EnVlXKipkv0,Sałatka z krabem,"[""sałatka krabowa"", ""sałatka z paluszkami surimi"", ""sałatka z mięsem kraba""]"
fd_5ExPYaRMCP34,Mieszanka do ciasta piaskowego,"[""proszek na babkę piaskową"", ""gotowa mieszanka na ciasto piaskowe"", ""mix na babkę""]"
fd_5F0KoGPgs9kX,Serek do smarowania czosnkowy,"[""serek czosnkowy"", ""pasta serowa z czosnkiem"", ""serek kanapkowy czosnkowy""]"
fd_5FOT1funGUbB,Fondue czekoladowe z chili,"[""fondue czekoladowe"", ""pikantne fondue"", ""czekoladowe fondue z papryczką""]"
fd_5Fj2gXCrUBEr,Sima,"[""fiński napój miodowy"", ""fińska lemonada"", ""napój sima""]"
fd_5G8MKOp2SIy7,Chleb wieloziarnisty,"[""pieczywo wieloziarniste"", ""chleb pełnoziarnisty"", ""chleb z ziarnami""]"
fd_5GNQBklJLtCc,Dip miodowo-musztardowy,"[""sos miodowo-musztardowy"", ""musztarda miodowa"", ""dressing miodowo-musztardowy""]"
fd_5GfnON8AoSuG,Tortellini z pieczarkami,"[""tortellini grzybowe"", ""tortellini z grzybami"", ""makaron tortellini z pieczarkami""]"
fd_5GxKCCOBhA0Y,Pączek wegański,"[""wegański pączek"", ""pączek bez nabiału"", ""pączek roślinny""]"
fd_5HQSxg1znn3E,Vigorón,"[""maniok z chicharronem"", ""nikaraguański vigoron""]"
fd_5HqwGwFWWjnD,"Napój roślinny orzechowo-kakaowy, słodzony","[""napój laskowo-kakaowy"", ""mleko orzechowe z kakao"", ""napój z orzechów laskowych""]"
fd_5HrqjQOWjpXS,Tosty melba bezglutenowe,"[""tosty melba bez glutenu"", ""grzanki melba bezglutenowe"", ""pieczywo chrupkie bezglutenowe""]"
fd_5I5eqHRitnbC,Czekoladowe ciastka przekładane kremem,"[""ciastka przekładane kremem"", ""ciastka z kremem""]"
fd_5I6Cz1oNsIFO,Tarta de ricota,"[""tarta z ricottą"", ""argentyńska tarta serowa"", ""ciasto z ricottą""]"
fd_5IOveRw2ywOm,Jogurt konopny,"[""jogurt z mleka konopnego"", ""jogurt roślinny konopny"", ""jogurt z nasion konopi""]"
fd_5IXErfEt6BQU,Teksturowane białko sojowe,"[""kotlety sojowe"", ""soja teksturowana"", ""białko sojowe"", ""granulat sojowy""]"
fd_5IYGbTLyxo90,Paprykarz gulaszowy,"[""paprikash"", ""papryka z kurczakiem w sosie"", ""gulasz z papryką""]"
fd_5JJSFj3NG8kx,Ciasto czekoladowe bezglutenowe,"[""bezglutenowe ciasto czekoladowe"", ""tort czekoladowy bez glutenu"", ""ciasto kakaowe bezglutenowe""]"
fd_5Jh8jBGLhkdq,Galette z jabłkami,"[""galette jabłkowa"", ""rustykalna tarta z jabłkami"", ""tarta jabłkowa francuska""]"
fd_5KWNqDFcz69Z,"Frytki kalafiorowe, mrożone","[""frytki z kalafiora"", ""mrożone frytki warzywne"", ""kalafior frytki""]"
fd_5KYTuJwFBpIQ,Korzenny cydr,"[""grzany cydr"", ""cydr z przyprawami"", ""cydr korzenny""]"
fd_5Kcr3S9Zr3oF,"Anchois w oleju, z puszki, odsączone","[""anchois"", ""sardele w oleju"", ""filety z sardeli"", ""anszua""]"
fd_5Ki8PDUj311E,Ramen kimchi z wieprzowiną,"[""ramen z kimchi"", ""kimchi ramen"", ""ostry ramen koreański""]"
fd_5Kjz47rPckKL,Grejpfrut z puszki,"[""grejpfrut konserwowy"", ""cząstki grejpfruta z puszki"", ""grejpfruty w syropie""]"
fd_5LCIUXlOuWDq,Liście taro,"[""liść taro"", ""liście kolokazji"", ""zielenina taro""]"
fd_5LLccSCFhAg3,Chleb bezglutenowy o smaku żytnim,"[""pieczywo bezglutenowe"", ""chleb bezglutenowy żytni w stylu"", ""bezglutenowy chleb ciemny""]"
fd_5Ll8wpaTsqiM,Bułeczka z szarpaną wieprzowiną,"[""kanapka z szarpaną wieprzowiną""]"
fd_5MGT4nPhhozN,Farro,"[""orkisz płaskurka"", ""płaskurka"", ""kasza farro""]"
fd_5MpKtguoNz1w,Mieszanka studencka z czekoladą,"[""bakalie z czekoladą"", ""mieszanka orzechów z czekoladą"", ""studencka mieszanka czekoladowa""]"
fd_5NOORORk9Rtb,"Kotlety jagnięce z combra, surowe","[""comber jagnięcy surowy"", ""kotlet z jagnięciny"", ""jagnięcina kotlety""]"
fd_5NWUlpXT4SYW,Bramborák,"[""czeski placek ziemniaczany"", ""placek z ziemniaków po czesku""]"
fd_5NYQ91gorm64,Minestrone,"[""zupa minestrone"", ""włoska zupa warzywna"", ""zupa jarzynowa włoska""]"
fd_5NbeyRqzwUPw,Ciastko proteinowe,"[""ciastka białkowe"", ""ciastko białkowe"", ""baton proteinowy ciastkowy""]"
fd_5NfDlACJ8kAL,Napój sojowy słodzony,"[""mleko sojowe słodzone"", ""słodzony napój sojowy"", ""sojowe mleko""]"
fd_5OOmQy2ECFYE,Makaron sojowy,"[""nitki sojowe"", ""kluski sojowe"", ""makaron z soi""]"
fd_5OgiBZUUf9QD,Radler,"[""piwo z lemoniadą"", ""piwo radler"", ""shandy""]"
fd_5P7XVY5uXqvy,Chrupki serowe cheddar,"[""chrupki serowe"", ""chrupki z cheddarem"", ""przekąska serowa chrupiąca""]"
fd_5Q64MkGK4OxD,Soja dojrzała,"[""nasiona soi"", ""soja suszona"", ""ziarna soi""]"
fd_5Q7v1yM8BYjB,Talerz falafeli z hummusem,"[""falafel z hummusem"", ""zestaw falafel"", ""talerz wegetariański z falafelem""]"
fd_5QgpDvEWFSK0,Tagliatelle,"[""makaron tagliatelle"", ""makaron wstążki"", ""tagliatelle jajeczne""]"
fd_5QnewJnvqPmm,Mleko skondensowane niesłodzone,"[""mleko zagęszczone"", ""mleko w puszce"", ""mleko skondensowane""]"
fd_5QvHBKP5Ihua,Kawa parzona na zimno,"[""kawa cold brew"", ""kawa holenderska"", ""kawa z wolnego naciekania""]"
fd_5RArcJUQpPjq,Popcorn na słodko-słono,"[""popcorn karmelowy"", ""prażona kukurydza"", ""popcorn słodki""]"
fd_5RYCGnIxzFaZ,Penne arrabbiata,"[""penne all'arrabbiata"", ""makaron arrabbiata"", ""ostre penne w sosie pomidorowym""]"
fd_5Ruzh4pPqwA5,Łosoś z puszki,"[""łosoś konserwowy"", ""konserwa z łososia"", ""puszka łososia""]"
fd_5SC1fbR0l0Jf,Asado de tira,"[""żeberka wołowe z grilla"", ""argentyńskie żeberka"", ""tira de asado""]"
fd_5SX96jTm2H6t,Burger z grillowanym kurczakiem,"[""kanapka z grillowanym kurczakiem"", ""burger drobiowy"", ""grillowany kurczak w bułce""]"
fd_5SjAXU7UyCZP,"Troć tęczowa, gotowana","[""łosoś pstrągowy gotowany"", ""pstrąg steelhead"", ""troć gotowana""]"
fd_5T6dlH6KJ706,Bolo de rolo,"[""brazylijska rolada"", ""rolada biszkoptowa brazylijska"", ""bolo rolo""]"
fd_5T7psGuszgjH,Wafel na wytrawnie z pieczarkami i serem szwajcarskim,"[""wafel z grzybami i serem"", ""wytrawny wafel belgijski"", ""gofr z pieczarkami i serem""]"
fd_5TMXNV2N32wR,"Kotlet burgerowy ze strusia, surowy","[""burger ze strusia"", ""mięso strusie mielone na burgera"", ""kotlet strusi""]"
fd_5TlaxUc88Dsg,Tortilla española pintxo,"[""pintxo z hiszpańskim omletem"", ""tortilla hiszpańska na przekąskę"", ""omlet ziemniaczany pincho""]"
fd_5U04IktuODLi,Frytki z sosem serowym,"[""frytki z serem"", ""frytki serowe"", ""frytki po coney island""]"
fd_5U7NKDplMcKb,Pieczona polędwiczka wieprzowa,"[""polędwiczka wieprzowa z pieca"", ""schab polędwiczka pieczona"", ""polędwiczki wieprzowe pieczone""]"
fd_5UEjiwkmVcmG,Sos barbecue wędzony,"[""sos bbq"", ""sos barbecue"", ""wędzony sos bbq""]"
fd_5UnWJo0qtoOc,Sałatka z quinoa i grillowanymi krewetkami,"[""sałatka z komosą i krewetkami"", ""quinoa z krewetkami"", ""sałatka krewetkowa z quinoa""]"
fd_5UqgJ8nYKFJs,Płatki Cheerios z owocami jagodowymi,"[""cheerios"", ""płatki cheerios owocowe"", ""płatki śniadaniowe z jagodami""]"
fd_5VDIcRt053eP,Skrzydełko z indyka wędzone,"[""skrzydełka indycze wędzone"", ""wędzony indyk"", ""skrzydło indyka""]"
fd_5VN5LU3KnhCV,Bucatini,"[""makaron bucatini"", ""makaron rurki długie"", ""perciatelli""]"
fd_5VNFOWQtLavA,Kurczak parmigiana,"[""kurczak w panierce z parmezanem"", ""kurczak po parmeńsku""]"
fd_5W5rZudr25Pg,Kawa po południowemu,"[""kawa ze śmietanką i cukrem"", ""kawa amerykańska słodzona"", ""kawa z ekspresu przelewowego""]"
fd_5YFi4Y5934oi,"Kiełbaska indycza słodka, gotowana","[""kiełbaska z indyka"", ""słodka kiełbaska drobiowa"", ""kiełbaska śniadaniowa z indyka""]"
fd_5YNzHvIstgEz,Stek z antrykotu,"[""antrykot"", ""ribeye"", ""stek ribeye"", ""rozbratel""]"
fd_5YlBB5G1oJkE,"Bita śmietana, słodzona","[""bita śmietana"", ""śmietana ubita z cukrem"", ""krem ze śmietany""]"
fd_5Z8eV7WjXQqx,Stek panierowany po wiejsku,"[""stek w panierce"", ""smażony stek panierowany""]"
fd_5ZIUHY6ATLAh,Miękkie placki kukurydziane do tacos,"[""tortille kukurydziane miękkie"", ""placki na tacos"", ""otoczki taco miękkie""]"
fd_5ZptmNk0z3oJ,Salceson,"[""salceson wieprzowy"", ""wyrób podrobowy"", ""salcesony""]"
fd_5aJ6XAoVMBnm,Deska warzywna,"[""talerz warzywny"", ""surowe warzywa na desce"", ""przekąska warzywna""]"
fd_5aPqjkk9rx8z,Sajgonki gỏi cuốn,"[""świeże sajgonki"", ""wietnamskie sajgonki w papierze ryżowym"", ""sajgonki na zimno"", ""summer rolls""]"
fd_5aSOXHznOVq5,Przepiórka wędzona,"[""wędzona przepiórka"", ""mięso z przepiórki wędzone"", ""przepiórka""]"
fd_5bisHpxDhI1D,"Żaglica, gotowana","[""żaglica"", ""ryba żaglica gotowana"", ""żaglicowate""]"
fd_5btQh1eTfs3U,Krewetki w pieprzu,"[""pikantne krewetki"", ""krewetki po jamajsku"", ""krewetki z pieprzem i czosnkiem""]"
fd_5bvV6ABuwVqh,Syrop klonowy,"[""prawdziwy syrop klonowy"", ""syrop z klonu""]"
fd_5cRjf1CXHB0v,Maxwell Street Polish,"[""kanapka z polską kiełbasą"", ""kiełbasa z grilla w bułce"", ""hot dog z polską kiełbasą""]"
fd_5cgK4YMUp275,Galaretka trawiasta,"[""cincau"", ""czarna galaretka"", ""galaretka z mesony""]"
fd_5ctbiNvgz7w2,"Pieczeń ze schabu, gotowana","[""pieczony schab"", ""schab pieczony"", ""pieczeń wieprzowa""]"
fd_5dCuhHIPZSBb,Szampan brut,"[""szampan"", ""wino musujące brut"", ""szampan wytrawny""]"
fd_5diHQzqEhVIJ,Ciepła kanapka z indykiem,"[""kanapka z indykiem i sosem"", ""otwarta kanapka z indykiem"", ""indyk z sosem na chlebie""]"
fd_5dyoMaA4q1VV,Zapiekane łódeczki ziemniaczane z chili,"[""skórki ziemniaczane z serem"", ""łódeczki z ziemniaków"", ""ziemniaki zapiekane z chili i serem""]"
fd_5eOVFG3ObpND,Kanapka z kurczakiem barbecue,"[""kanapka z kurczakiem bbq"", ""bułka z kurczakiem w sosie barbecue"", ""kurczak szarpany w bułce""]"
fd_5eST0WmkD8f7,"Żeberka wołowe z antrykotu, surowe","[""żeberka wołowe"", ""antrykot"", ""ribeye żeberka""]"
fd_5fHTKIli2o4A,"Pieczona rozbratel wołowa, gotowana","[""prime rib"", ""pieczeń z antrykotu"", ""rostbef z żeberkami""]"
fd_5gVRJhsvSvjM,"Kawa mocha w proszku, słodzona","[""napój kawowy mocha"", ""mocha rozpuszczalna"", ""kawa z czekoladą w proszku""]"
fd_5gpChiR55hKq,Kimchi z rzodkwi,"[""kkakdugi"", ""koreańska kiszona rzodkiew"", ""kimchi rzodkiewkowe""]"
fd_5hEkGMWEbIEN,Hasz z peklowanej wołowiny z jajkami,"[""peklowana wołowina z jajkami"", ""hasz wołowy z jajkiem""]"
fd_5iUWpflVvTDO,Czerwone curry z kurczakiem,"[""curry czerwone z kurczakiem"", ""tajskie curry z kurczakiem"", ""gaeng phed""]"
fd_5ik5kqUGUZSX,Pomidorki koktajlowe suszone na słońcu,"[""suszone pomidorki cherry"", ""pomidory cherry suszone"", ""suszone pomidorki koktajlowe""]"
fd_5isFr5fSMx5x,Salami genueńskie,"[""salami"", ""salami włoskie"", ""salami genoa""]"
fd_5jOZV6E6bkBI,Rendang ayam (rendang z kurczakiem),"[""rendang z kurczaka"", ""kurczak rendang"", ""rendang""]"
fd_5k1FLGPcLbl8,"Dynia piżmowa, gotowana","[""dynia butternut"", ""dynia pieczona"", ""dynia gotowana""]"
fd_5k4Izq4oiRBf,Papas fritas provenzal,"[""frytki z czosnkiem i pietruszką"", ""argentyńskie frytki czosnkowe"", ""frytki provenzal""]"
fd_5kuRPTnrsC2i,"Raki, surowe","[""rak rzeczny"", ""raki słodkowodne"", ""rak surowy""]"
fd_5l3iytRQyk8b,Sos pieczeniowy drobiowy,"[""sos z kurczaka"", ""sos do drobiu"", ""sos pieczeniowy z indyka""]"
fd_5lu2kVLMPiQs,Chaat masala,"[""mieszanka przypraw chaat"", ""przyprawa chaat"", ""masala chaat""]"
fd_5mfF4xBVv701,Tokaji Aszú,"[""tokaj"", ""wino tokajskie"", ""węgierskie wino słodkie"", ""aszu""]"
fd_5n0Wf5Bp1hSl,Lemonada z wodą różaną,"[""lemoniada różana"", ""napój z wodą różaną"", ""różana lemoniada""]"
fd_5n0xU2XF7Jai,Chipsy pita z parmezanem,"[""pita chipsy serowe"", ""chipsy z chleba pita"", ""chipsy pita serowe""]"
fd_5nK4Ctgial4i,Baton granola,"[""batonik zbożowy"", ""baton musli"", ""baton owsiany""]"
fd_5nrkXx73VvEr,Ciastko francuskie z serem,"[""ciastko z serem"", ""francuskie ciastko serowe"", ""nadziewane ciastko z serem""]"
fd_5pEdV418arXc,Mąka jęczmienna,"[""jęczmień mielony"", ""mąka z jęczmienia""]"
fd_5q4Fxs7hF8Ie,Makaron,"[""makaron chiński"", ""makaron do hot pot"", ""kluski"", ""makaron azjatycki""]"
fd_5qB3xDOAqPwh,Skórka pomarańczowa otarta,"[""skórka z pomarańczy"", ""otarta skórka pomarańczy"", ""zest pomarańczowy""]"
fd_5rsZdYbENW33,Kukurydza do popcornu,"[""ziarna popcornu"", ""kukurydza popcorn"", ""ziarno na popcorn""]"
fd_5s8Hd4Uwu5Mf,Sos ponzu,"[""ponzu"", ""japoński sos ponzu"", ""sos sojowy z cytrusami""]"
fd_5sJB5GjkxtaN,"Kurczak po tajwańsku, smażony w kęsach","[""tajwański kurczak popcorn"", ""kurczak popcorn"", ""kawałki kurczaka z targu nocnego"", ""kurczak z solą i pieprzem""]"
fd_5sLyFTYtJ01B,Bułka do hamburgera,"[""bułka hamburgerowa"", ""bułki do burgerów"", ""bułka burgerowa""]"
fd_5sb9u3GDT4tY,Deska serowych kulek z Wisconsin,"[""panierowane kulki serowe"", ""smażone kulki serowe"", ""deska serków smażonych""]"
fd_5sp3jIbJemg4,"Nektarynki, mrożone","[""mrożone nektarynki"", ""nektarynka""]"
fd_5tUmC7j8fols,Zupa afang z wołowiną,"[""afang"", ""nigeryjska zupa z liści"", ""zupa z liści afang""]"
fd_5to1hzREcEG7,"Stek ze strusia, surowy","[""strusina"", ""mięso strusie"", ""stek strusi""]"
fd_5uTuM1q3qUaz,Talerz mezze,"[""mezze"", ""przekąski mezze"", ""zestaw bliskowschodnich przekąsek""]"
fd_5vIhS9tAuw71,Chipsy tortilla,"[""nachos"", ""chipsy kukurydziane"", ""tortilla chipsy""]"
fd_5w1xjophicCS,Ser wegański w plastrach,"[""plastry sera roślinnego"", ""ser roślinny w plastrach"", ""wegański ser kanapkowy""]"
fd_5w6B3BuReWt8,Herbata oolong parzona na zimno,"[""oolong na zimno"", ""mrożona herbata oolong"", ""herbata wulong cold brew""]"
fd_5wjsAIOthl4r,Panini z kurczakiem i pesto,"[""panini z kurczakiem"", ""kanapka z kurczakiem i pesto"", ""tostowana kanapka z pesto""]"
fd_5wvoa0RM0PRk,Zupa krem ziemniaczana,"[""krem z ziemniaków"", ""zupa ziemniaczana"", ""kremowa zupa ziemniaczana""]"
fd_5wy5DeUnJLrK,Przegrzebki teppanyaki,"[""przegrzebki z płyty grillowej"", ""małże świętego jakuba teppanyaki"", ""hotate teppanyaki""]"
fd_5xPvzYz6pq86,Pikantny majonez,"[""ostry majonez"", ""majonez ze sriracha"", ""majonez sriracha""]"
